C3;21-40;B_20-40;Basin;30;13;9.03;0.0316;0.0409;0.133;0.178;0.0015;0.0007;13.133;9.208;[mg/L];ICP-OES;0.0013133;0.0009208
C3;41-60;B_40-60;Basin;50;16.7;69;0.0662;0.4914;0.599;2.28;0.0052;0.0111;17.299;71.28;[mg/L];ICP-OES;0.0017299;0.007128
C3;61-80;B_60-80;Basin;70;15.5;62.6;0.1578;0.704;0.198;1.53;0.0033;0.0041;15.698;64.13;[mg/L];ICP-OES;0.0015698;0.006413
C3;81-85;B_80-100;Basin;90;15;59.6;0.0747;0.9528;0.226;1.3;0.0028;0.0072;15.226;60.9;[mg/L];ICP-OES;0.0015226;0.00609
C4;0-20;B_0-20;Basin;10;13.3;101;0.0249;0.189;0.275;3.53;0.0019;0.0161;13.575;104.53;[mg/L];ICP-OES;0.0013575;0.010453
C4;21-40;B_20-40;Basin;30;13.7;129;0.0872;2.52;0.197;3.73;0.001;0.0117;13.897;132.73;[mg/L];ICP-OES;0.0013897;0.013273
C4;41-60;B_40-60;Basin;50;16;93.5;0.4447;2.547;0.53;6.16;0.0024;0.0212;16.53;99.66;[mg/L];ICP-OES;0.001653;0.009966
C4;61-77;B_60-80;Basin;70;14.4;103;0.6716;2.647;0.701;4.58;0.0017;0.0055;15.101;107.58;[mg/L];ICP-OES;0.0015101;0.010758
SinuRiver;0-100;Sinu_0-20;Sinu;0;14;82.4;0.2316;1.465;0.241;2.41;0.0026;0.0075;14.241;84.81;[mg/L];ICP-OES;0.0014241;0.008481
SinuRiver;0-100;Sinu_0-20;Sinu;100;12.2;103;0.3477;3.535;0.45;4.38;0.0015;0.0048;12.65;107.38;[mg/L];ICP-OES;0.001265;0.010738
SandNispeyal;0-100;Sand_0-20;Sand;0;1.55;5.98;0.0318;0.1137;0;0.142;0;0.0016;1.55;6.122;[mg/L];ICP-OES;0.000155;0.0006122
SandNispeyal;0-100;Sand_0-20;Sand;100;2.13;6.83;0.0338;0.2586;0;0.157;0;0.001;2.13;6.987;[mg/L];ICP-OES;0.000213;0.0006987
